,,,0
HWIURATIO,t1,PC,0.09241765881203212
HWIURATIO,t1,TPC,0.09810632164723762
HWIURATIO,t1,TSPC,0.09811678570549655
HWIURATIO,t1,TPC2,0.10822241407822873
HWIURATIO,t1,PC2,0.08372135975496975
HWIURATIO,t1,LAPC,0.09075502796930089
HWIURATIO,t6,PC,0.09029175962322349
HWIURATIO,t6,TPC,0.09076061296419462
HWIURATIO,t6,TSPC,0.0901775131352874
HWIURATIO,t6,TPC2,0.10075341711127835
HWIURATIO,t6,PC2,0.10038394940102162
HWIURATIO,t6,LAPC,0.09061154067326942
HWIURATIO,t12,PC,0.0941527906275839
HWIURATIO,t12,TPC,0.09399953250436555
HWIURATIO,t12,TSPC,0.09235219573858969
HWIURATIO,t12,TPC2,0.6718213104620672
HWIURATIO,t12,PC2,0.13722147266100304
HWIURATIO,t12,LAPC,0.09114272304438484
HWIURATIO,t24,PC,0.0982415258027682
HWIURATIO,t24,TPC,0.09352214663116544
HWIURATIO,t24,TSPC,0.1167103120275034
HWIURATIO,t24,TPC2,0.1419806652244371
HWIURATIO,t24,PC2,0.18735562346605153
HWIURATIO,t24,LAPC,0.09332606445935687
CLF16OV,t1,PC,0.47077772495910836
CLF16OV,t1,TPC,0.4062116563059193
CLF16OV,t1,TSPC,0.532011533647666
CLF16OV,t1,TPC2,0.6403681846479532
CLF16OV,t1,PC2,0.7411368759693638
CLF16OV,t1,LAPC,0.38955710934846693
CLF16OV,t6,PC,0.4029046191626953
CLF16OV,t6,TPC,0.4510913279030542
CLF16OV,t6,TSPC,0.4327965131978341
CLF16OV,t6,TPC2,15.182164494666686
CLF16OV,t6,PC2,0.6249961088606502
CLF16OV,t6,LAPC,0.3765656803021901
CLF16OV,t12,PC,0.44335069867461185
CLF16OV,t12,TPC,0.40883089919036125
CLF16OV,t12,TSPC,0.4467149404606819
CLF16OV,t12,TPC2,0.4663426463125564
CLF16OV,t12,PC2,0.7953808579139826
CLF16OV,t12,LAPC,0.3862564623032478
CLF16OV,t24,PC,0.4482339212906502
CLF16OV,t24,TPC,0.3999404960564147
CLF16OV,t24,TSPC,0.5202855814939755
CLF16OV,t24,TPC2,0.4794153919659686
CLF16OV,t24,PC2,0.6618426669566576
CLF16OV,t24,LAPC,0.4000618207080741
CE16OV,t1,PC,1.1549673515658894
CE16OV,t1,TPC,1.1891812441972571
CE16OV,t1,TSPC,1.2142016151638801
CE16OV,t1,TPC2,1.2551142711418317
CE16OV,t1,PC2,1.2637962788988573
CE16OV,t1,LAPC,1.2375636729603157
CE16OV,t6,PC,1.2250401171032745
CE16OV,t6,TPC,1.2439108695672951
CE16OV,t6,TSPC,1.2294573686537766
CE16OV,t6,TPC2,1.233544718030838
CE16OV,t6,PC2,1.507452959839726
CE16OV,t6,LAPC,1.2099043708877004
CE16OV,t12,PC,1.339405367282155
CE16OV,t12,TPC,1.2424789965138083
CE16OV,t12,TSPC,1.236485458962513
CE16OV,t12,TPC2,1.5762864809511101
CE16OV,t12,PC2,2.0958713817682497
CE16OV,t12,LAPC,1.2359071365381713
CE16OV,t24,PC,1.4372917352168646
CE16OV,t24,TPC,1.25275772495678
CE16OV,t24,TSPC,1.2976565192491492
CE16OV,t24,TPC2,1.8323970333844055
CE16OV,t24,PC2,1.4923170910308012
CE16OV,t24,LAPC,1.2530874598554715
UNRATE,t1,PC,0.7556493117184534
UNRATE,t1,TPC,0.7801168819991361
UNRATE,t1,TSPC,0.721651733106333
UNRATE,t1,TPC2,0.8232668538484504
UNRATE,t1,PC2,0.7666340088552192
UNRATE,t1,LAPC,0.8000862213606798
UNRATE,t6,PC,0.7809448034702369
UNRATE,t6,TPC,0.7895305826682721
UNRATE,t6,TSPC,0.901687977786564
UNRATE,t6,TPC2,0.9466560211952266
UNRATE,t6,PC2,0.8117885529103198
UNRATE,t6,LAPC,0.766872057957088
UNRATE,t12,PC,0.943238678397681
UNRATE,t12,TPC,0.7724051460047455
UNRATE,t12,TSPC,0.8544163330620005
UNRATE,t12,TPC2,0.7882789122021802
UNRATE,t12,PC2,1.1236138606189303
UNRATE,t12,LAPC,0.8488027570469808
UNRATE,t24,PC,0.9238950771307665
UNRATE,t24,TPC,0.8466164563215082
UNRATE,t24,TSPC,0.8651060708196403
UNRATE,t24,TPC2,1.0139912688621147
UNRATE,t24,PC2,1.2166088033098388
UNRATE,t24,LAPC,0.8195616526564787
